from_lang,to_lang,doc_id,from_url,to_url_404
en,vi,dedicated-fpt-kubernetes-engine/access-clusters-detail-information,/docs/en/dedicated-fpt-kubernetes-engine/access-clusters-detail-information,/docs/vi/dedicated-fpt-kubernetes-engine/access-clusters-detail-information
en,vi,dedicated-fpt-kubernetes-engine/add-nfs-storage,/docs/en/dedicated-fpt-kubernetes-engine/add-nfs-storage,/docs/vi/dedicated-fpt-kubernetes-engine/add-nfs-storage
en,vi,dedicated-fpt-kubernetes-engine/advanced-firewall,/docs/en/dedicated-fpt-kubernetes-engine/advanced-firewall,/docs/vi/dedicated-fpt-kubernetes-engine/advanced-firewall
en,vi,dedicated-fpt-kubernetes-engine/auto-scale,/docs/en/dedicated-fpt-kubernetes-engine/auto-scale,/docs/vi/dedicated-fpt-kubernetes-engine/auto-scale
en,vi,dedicated-fpt-kubernetes-engine/backup-restore-cluster,/docs/en/dedicated-fpt-kubernetes-engine/backup-restore-cluster,/docs/vi/dedicated-fpt-kubernetes-engine/backup-restore-cluster
en,vi,dedicated-fpt-kubernetes-engine/best-practice-upgrade-version,/docs/en/dedicated-fpt-kubernetes-engine/best-practice-upgrade-version,/docs/vi/dedicated-fpt-kubernetes-engine/best-practice-upgrade-version
en,vi,dedicated-fpt-kubernetes-engine/change-nfs-server-configuration,/docs/en/dedicated-fpt-kubernetes-engine/change-nfs-server-configuration,/docs/vi/dedicated-fpt-kubernetes-engine/change-nfs-server-configuration
en,vi,dedicated-fpt-kubernetes-engine/change-nodes-configuration,/docs/en/dedicated-fpt-kubernetes-engine/change-nodes-configuration,/docs/vi/dedicated-fpt-kubernetes-engine/change-nodes-configuration
en,vi,dedicated-fpt-kubernetes-engine/changing-cluster-configuration,/docs/en/dedicated-fpt-kubernetes-engine/changing-cluster-configuration,/docs/vi/dedicated-fpt-kubernetes-engine/changing-cluster-configuration
en,vi,dedicated-fpt-kubernetes-engine/create-new-k8s-cluster,/docs/en/dedicated-fpt-kubernetes-engine/create-new-k8s-cluster,/docs/vi/dedicated-fpt-kubernetes-engine/create-new-k8s-cluster
en,vi,dedicated-fpt-kubernetes-engine/delete-k8s-cluster,/docs/en/dedicated-fpt-kubernetes-engine/delete-k8s-cluster,/docs/vi/dedicated-fpt-kubernetes-engine/delete-k8s-cluster
en,vi,dedicated-fpt-kubernetes-engine/faqs,/docs/en/dedicated-fpt-kubernetes-engine/faqs,/docs/vi/dedicated-fpt-kubernetes-engine/faqs
en,vi,dedicated-fpt-kubernetes-engine/get-cluster-access-information,/docs/en/dedicated-fpt-kubernetes-engine/get-cluster-access-information,/docs/vi/dedicated-fpt-kubernetes-engine/get-cluster-access-information
en,vi,dedicated-fpt-kubernetes-engine/increase-storage-size-of-nfs-server,/docs/en/dedicated-fpt-kubernetes-engine/increase-storage-size-of-nfs-server,/docs/vi/dedicated-fpt-kubernetes-engine/increase-storage-size-of-nfs-server
en,vi,dedicated-fpt-kubernetes-engine/increase-storage-size-of-nodes,/docs/en/dedicated-fpt-kubernetes-engine/increase-storage-size-of-nodes,/docs/vi/dedicated-fpt-kubernetes-engine/increase-storage-size-of-nodes
en,vi,dedicated-fpt-kubernetes-engine/initial-setup,/docs/en/dedicated-fpt-kubernetes-engine/initial-setup,/docs/vi/dedicated-fpt-kubernetes-engine/initial-setup
en,vi,dedicated-fpt-kubernetes-engine/list-created-clusters,/docs/en/dedicated-fpt-kubernetes-engine/list-created-clusters,/docs/vi/dedicated-fpt-kubernetes-engine/list-created-clusters
en,vi,dedicated-fpt-kubernetes-engine/load-balancer-services,/docs/en/dedicated-fpt-kubernetes-engine/load-balancer-services,/docs/vi/dedicated-fpt-kubernetes-engine/load-balancer-services
en,vi,dedicated-fpt-kubernetes-engine/managing-k8s-cluster,/docs/en/dedicated-fpt-kubernetes-engine/managing-k8s-cluster,/docs/vi/dedicated-fpt-kubernetes-engine/managing-k8s-cluster
en,vi,dedicated-fpt-kubernetes-engine/notes-when-using-dfke,/docs/en/dedicated-fpt-kubernetes-engine/notes-when-using-dfke,/docs/vi/dedicated-fpt-kubernetes-engine/notes-when-using-dfke
en,vi,dedicated-fpt-kubernetes-engine/start-k8s-cluster,/docs/en/dedicated-fpt-kubernetes-engine/start-k8s-cluster,/docs/vi/dedicated-fpt-kubernetes-engine/start-k8s-cluster
en,vi,dedicated-fpt-kubernetes-engine/stop-k8s-cluster,/docs/en/dedicated-fpt-kubernetes-engine/stop-k8s-cluster,/docs/vi/dedicated-fpt-kubernetes-engine/stop-k8s-cluster
en,vi,dedicated-fpt-kubernetes-engine/upgrading-k8s-version,/docs/en/dedicated-fpt-kubernetes-engine/upgrading-k8s-version,/docs/vi/dedicated-fpt-kubernetes-engine/upgrading-k8s-version
en,vi,file-storage-high-performance/japan-region,/docs/en/file-storage-high-performance/japan-region,/docs/vi/file-storage-high-performance/japan-region
en,vi,file-storage-high-performance/japan-using-file-storage-high-performance-on-baremetal-gpu-server,/docs/en/file-storage-high-performance/japan-using-file-storage-high-performance-on-baremetal-gpu-server,/docs/vi/file-storage-high-performance/japan-using-file-storage-high-performance-on-baremetal-gpu-server
en,vi,file-storage-high-performance/mountpoint-management,/docs/en/file-storage-high-performance/mountpoint-management,/docs/vi/file-storage-high-performance/mountpoint-management
en,vi,file-storage-high-performance/using-file-storage-high-performance-on-kubernetes-k8s-cluster,/docs/en/file-storage-high-performance/using-file-storage-high-performance-on-kubernetes-k8s-cluster,/docs/vi/file-storage-high-performance/using-file-storage-high-performance-on-kubernetes-k8s-cluster
en,vi,file-storage-high-performance/vietnam-region,/docs/en/file-storage-high-performance/vietnam-region,/docs/vi/file-storage-high-performance/vietnam-region
en,vi,file-storage-high-performance/vn-using-file-storage-high-performance-on-baremetal-gpu-server,/docs/en/file-storage-high-performance/vn-using-file-storage-high-performance-on-baremetal-gpu-server,/docs/vi/file-storage-high-performance/vn-using-file-storage-high-performance-on-baremetal-gpu-server
en,vi,fpt-api-management/consumer-api-usage-guide,/docs/en/fpt-api-management/consumer-api-usage-guide,/docs/vi/fpt-api-management/consumer-api-usage-guide
en,vi,fpt-api-management/declaring-information,/docs/en/fpt-api-management/declaring-information,/docs/vi/fpt-api-management/declaring-information
en,vi,fpt-api-management/manage-rest-apis,/docs/en/fpt-api-management/manage-rest-apis,/docs/vi/fpt-api-management/manage-rest-apis
en,vi,fpt-api-management/managing-consumers,/docs/en/fpt-api-management/managing-consumers,/docs/vi/fpt-api-management/managing-consumers
en,vi,fpt-api-management/managing-products,/docs/en/fpt-api-management/managing-products,/docs/vi/fpt-api-management/managing-products
en,vi,fpt-api-management/managing-sites,/docs/en/fpt-api-management/managing-sites,/docs/vi/fpt-api-management/managing-sites
en,vi,fpt-api-management/quick-starts,/docs/en/fpt-api-management/quick-starts,/docs/vi/fpt-api-management/quick-starts
en,vi,fpt-api-management/registering-on-fpt-portal,/docs/en/fpt-api-management/registering-on-fpt-portal,/docs/vi/fpt-api-management/registering-on-fpt-portal
en,vi,fpt-app-catalogs/add-cluster-to-app-catalogs-management,/docs/en/fpt-app-catalogs/add-cluster-to-app-catalogs-management,/docs/vi/fpt-app-catalogs/add-cluster-to-app-catalogs-management
en,vi,fpt-app-catalogs/change-applications-configuration,/docs/en/fpt-app-catalogs/change-applications-configuration,/docs/vi/fpt-app-catalogs/change-applications-configuration
en,vi,fpt-app-catalogs/create-a-new-fpt-app-catalogs,/docs/en/fpt-app-catalogs/create-a-new-fpt-app-catalogs,/docs/vi/fpt-app-catalogs/create-a-new-fpt-app-catalogs
en,vi,fpt-app-catalogs/delete-an-app-catalogs-mangement,/docs/en/fpt-app-catalogs/delete-an-app-catalogs-mangement,/docs/vi/fpt-app-catalogs/delete-an-app-catalogs-mangement
en,vi,fpt-app-catalogs/deploy-app-catalogs-to-cluster,/docs/en/fpt-app-catalogs/deploy-app-catalogs-to-cluster,/docs/vi/fpt-app-catalogs/deploy-app-catalogs-to-cluster
en,vi,fpt-app-catalogs/filter-deployed-appplications-by-cluster,/docs/en/fpt-app-catalogs/filter-deployed-appplications-by-cluster,/docs/vi/fpt-app-catalogs/filter-deployed-appplications-by-cluster
en,vi,fpt-app-catalogs/fpt-app-catalogs,/docs/en/fpt-app-catalogs/fpt-app-catalogs,/docs/vi/fpt-app-catalogs/fpt-app-catalogs
en,vi,fpt-app-catalogs/manage-app-catalogs,/docs/en/fpt-app-catalogs/manage-app-catalogs,/docs/vi/fpt-app-catalogs/manage-app-catalogs
en,vi,fpt-app-catalogs/manage-deployed-applications,/docs/en/fpt-app-catalogs/manage-deployed-applications,/docs/vi/fpt-app-catalogs/manage-deployed-applications
en,vi,fpt-app-catalogs/rollback-an-application-to-the-old-configuration,/docs/en/fpt-app-catalogs/rollback-an-application-to-the-old-configuration,/docs/vi/fpt-app-catalogs/rollback-an-application-to-the-old-configuration
en,vi,fpt-app-catalogs/search-app-catalogs-from-a-repository,/docs/en/fpt-app-catalogs/search-app-catalogs-from-a-repository,/docs/vi/fpt-app-catalogs/search-app-catalogs-from-a-repository
en,vi,fpt-app-catalogs/uninstall-applications,/docs/en/fpt-app-catalogs/uninstall-applications,/docs/vi/fpt-app-catalogs/uninstall-applications
en,vi,fpt-app-catalogs/upgrade-applications-to-the-latest-version,/docs/en/fpt-app-catalogs/upgrade-applications-to-the-latest-version,/docs/vi/fpt-app-catalogs/upgrade-applications-to-the-latest-version
en,vi,fpt-app-catalogs/view-app-catalog-details,/docs/en/fpt-app-catalogs/view-app-catalog-details,/docs/vi/fpt-app-catalogs/view-app-catalog-details
en,vi,fpt-app-catalogs/view-deployed-applications-details,/docs/en/fpt-app-catalogs/view-deployed-applications-details,/docs/vi/fpt-app-catalogs/view-deployed-applications-details
en,vi,fpt-argocd/Change-password,/docs/en/fpt-argocd/Change-password,/docs/vi/fpt-argocd/Change-password
en,vi,fpt-argocd/Configure-Build-Options-for-Kustomize,/docs/en/fpt-argocd/Configure-Build-Options-for-Kustomize,/docs/vi/fpt-argocd/Configure-Build-Options-for-Kustomize
en,vi,fpt-argocd/Configure-RBAC-policy,/docs/en/fpt-argocd/Configure-RBAC-policy,/docs/vi/fpt-argocd/Configure-RBAC-policy
en,vi,fpt-argocd/Connect-Kubernetes-Cluster-to-ArgoCD-Instance,/docs/en/fpt-argocd/Connect-Kubernetes-Cluster-to-ArgoCD-Instance,/docs/vi/fpt-argocd/Connect-Kubernetes-Cluster-to-ArgoCD-Instance
en,vi,fpt-argocd/Create-new-account-on-FPT-Cloud-Portal,/docs/en/fpt-argocd/Create-new-account-on-FPT-Cloud-Portal,/docs/vi/fpt-argocd/Create-new-account-on-FPT-Cloud-Portal
en,vi,fpt-argocd/Create-new-webhook-secret,/docs/en/fpt-argocd/Create-new-webhook-secret,/docs/vi/fpt-argocd/Create-new-webhook-secret
en,vi,fpt-argocd/Delete--webhook-secret,/docs/en/fpt-argocd/Delete--webhook-secret,/docs/vi/fpt-argocd/Delete--webhook-secret
en,vi,fpt-argocd/Demo,/docs/en/fpt-argocd/Demo,/docs/vi/fpt-argocd/Demo
en,vi,fpt-argocd/Edit-capabilities,/docs/en/fpt-argocd/Edit-capabilities,/docs/vi/fpt-argocd/Edit-capabilities
en,vi,fpt-argocd/Edit-webhook-secret,/docs/en/fpt-argocd/Edit-webhook-secret,/docs/vi/fpt-argocd/Edit-webhook-secret
en,vi,fpt-argocd/Enable-and-Disable-account,/docs/en/fpt-argocd/Enable-and-Disable-account,/docs/vi/fpt-argocd/Enable-and-Disable-account
en,vi,fpt-argocd/Getting-Started,/docs/en/fpt-argocd/Getting-Started,/docs/vi/fpt-argocd/Getting-Started
en,vi,fpt-argocd/Instructions-for-configuring-ArgoCD-cluster-to-deploy-applications-with-manifest,/docs/en/fpt-argocd/Instructions-for-configuring-ArgoCD-cluster-to-deploy-applications-with-manifest,/docs/vi/fpt-argocd/Instructions-for-configuring-ArgoCD-cluster-to-deploy-applications-with-manifest
en,vi,fpt-argocd/Instructions-for-login-to-ArgoCD,/docs/en/fpt-argocd/Instructions-for-login-to-ArgoCD,/docs/vi/fpt-argocd/Instructions-for-login-to-ArgoCD
en,vi,fpt-argocd/Managing-Account-on-ArgoCD,/docs/en/fpt-argocd/Managing-Account-on-ArgoCD,/docs/vi/fpt-argocd/Managing-Account-on-ArgoCD
en,vi,fpt-argocd/Upgrading-argocd-version,/docs/en/fpt-argocd/Upgrading-argocd-version,/docs/vi/fpt-argocd/Upgrading-argocd-version
en,vi,fpt-argocd/View-informations-ArgoCD,/docs/en/fpt-argocd/View-informations-ArgoCD,/docs/vi/fpt-argocd/View-informations-ArgoCD
en,vi,fpt-argocd/Webhook-configuration,/docs/en/fpt-argocd/Webhook-configuration,/docs/vi/fpt-argocd/Webhook-configuration
en,vi,fpt-argocd/add-cluster-to-argocd,/docs/en/fpt-argocd/add-cluster-to-argocd,/docs/vi/fpt-argocd/add-cluster-to-argocd
en,vi,fpt-argocd/add-webhook-secret,/docs/en/fpt-argocd/add-webhook-secret,/docs/vi/fpt-argocd/add-webhook-secret
en,vi,fpt-argocd/check-service-package-info,/docs/en/fpt-argocd/check-service-package-info,/docs/vi/fpt-argocd/check-service-package-info
en,vi,fpt-argocd/configure-build-options-kustomize,/docs/en/fpt-argocd/configure-build-options-kustomize,/docs/vi/fpt-argocd/configure-build-options-kustomize
en,vi,fpt-argocd/configure-image-updater,/docs/en/fpt-argocd/configure-image-updater,/docs/vi/fpt-argocd/configure-image-updater
en,vi,fpt-argocd/configure-log-level,/docs/en/fpt-argocd/configure-log-level,/docs/vi/fpt-argocd/configure-log-level
en,vi,fpt-argocd/configure-notification-channels,/docs/en/fpt-argocd/configure-notification-channels,/docs/vi/fpt-argocd/configure-notification-channels
en,vi,fpt-argocd/configure-notifications,/docs/en/fpt-argocd/configure-notifications,/docs/vi/fpt-argocd/configure-notifications
en,vi,fpt-argocd/configure-oidc-config,/docs/en/fpt-argocd/configure-oidc-config,/docs/vi/fpt-argocd/configure-oidc-config
en,vi,fpt-argocd/configure-oidc-sso,/docs/en/fpt-argocd/configure-oidc-sso,/docs/vi/fpt-argocd/configure-oidc-sso
en,vi,fpt-argocd/configure-rbac,/docs/en/fpt-argocd/configure-rbac,/docs/vi/fpt-argocd/configure-rbac
en,vi,fpt-argocd/configure-timereconcile,/docs/en/fpt-argocd/configure-timereconcile,/docs/vi/fpt-argocd/configure-timereconcile
en,vi,fpt-argocd/configure-webhook,/docs/en/fpt-argocd/configure-webhook,/docs/vi/fpt-argocd/configure-webhook
en,vi,fpt-argocd/configure-webhook-with-secret,/docs/en/fpt-argocd/configure-webhook-with-secret,/docs/vi/fpt-argocd/configure-webhook-with-secret
en,vi,fpt-argocd/configure-whitelist-ip,/docs/en/fpt-argocd/configure-whitelist-ip,/docs/vi/fpt-argocd/configure-whitelist-ip
en,vi,fpt-argocd/create-account,/docs/en/fpt-argocd/create-account,/docs/vi/fpt-argocd/create-account
en,vi,fpt-argocd/create-fpt-argocd,/docs/en/fpt-argocd/create-fpt-argocd,/docs/vi/fpt-argocd/create-fpt-argocd
en,vi,fpt-argocd/delete-oidc-config,/docs/en/fpt-argocd/delete-oidc-config,/docs/vi/fpt-argocd/delete-oidc-config
en,vi,fpt-argocd/enable-applications-set,/docs/en/fpt-argocd/enable-applications-set,/docs/vi/fpt-argocd/enable-applications-set
en,vi,fpt-argocd/enable-disable-images-updater,/docs/en/fpt-argocd/enable-disable-images-updater,/docs/vi/fpt-argocd/enable-disable-images-updater
en,vi,fpt-argocd/enable-disable-notifications,/docs/en/fpt-argocd/enable-disable-notifications,/docs/vi/fpt-argocd/enable-disable-notifications
en,vi,fpt-argocd/enable-disable-oidc,/docs/en/fpt-argocd/enable-disable-oidc,/docs/vi/fpt-argocd/enable-disable-oidc
en,vi,fpt-argocd/initial-setup,/docs/en/fpt-argocd/initial-setup,/docs/vi/fpt-argocd/initial-setup
en,vi,fpt-argocd/manage-accounts,/docs/en/fpt-argocd/manage-accounts,/docs/vi/fpt-argocd/manage-accounts
en,vi,fpt-argocd/manage-admin-account,/docs/en/fpt-argocd/manage-admin-account,/docs/vi/fpt-argocd/manage-admin-account
en,vi,fpt-argocd/manage-container-registry,/docs/en/fpt-argocd/manage-container-registry,/docs/vi/fpt-argocd/manage-container-registry
en,vi,fpt-argocd/manage-registry-secrets,/docs/en/fpt-argocd/manage-registry-secrets,/docs/vi/fpt-argocd/manage-registry-secrets
en,vi,fpt-argocd/manage-secrets,/docs/en/fpt-argocd/manage-secrets,/docs/vi/fpt-argocd/manage-secrets
en,vi,fpt-argocd/update-oidc-config,/docs/en/fpt-argocd/update-oidc-config,/docs/vi/fpt-argocd/update-oidc-config
en,vi,fpt-argocd/upgrade-service-package,/docs/en/fpt-argocd/upgrade-service-package,/docs/vi/fpt-argocd/upgrade-service-package
en,vi,fpt-argocd/view-argocd-detail,/docs/en/fpt-argocd/view-argocd-detail,/docs/vi/fpt-argocd/view-argocd-detail
en,vi,fpt-cloud-waf/configure-waf-server-connection,/docs/en/fpt-cloud-waf/configure-waf-server-connection,/docs/vi/fpt-cloud-waf/configure-waf-server-connection
en,vi,fpt-cloud-waf/create-a-new-waf-server,/docs/en/fpt-cloud-waf/create-a-new-waf-server,/docs/vi/fpt-cloud-waf/create-a-new-waf-server
en,vi,fpt-cloud-waf/create-proxy-host,/docs/en/fpt-cloud-waf/create-proxy-host,/docs/vi/fpt-cloud-waf/create-proxy-host
en,vi,fpt-cloud-waf/delete-proxy-host,/docs/en/fpt-cloud-waf/delete-proxy-host,/docs/vi/fpt-cloud-waf/delete-proxy-host
en,vi,fpt-cloud-waf/delete-waf-server,/docs/en/fpt-cloud-waf/delete-waf-server,/docs/vi/fpt-cloud-waf/delete-waf-server
en,vi,fpt-cloud-waf/enable-disable-proxy-host,/docs/en/fpt-cloud-waf/enable-disable-proxy-host,/docs/vi/fpt-cloud-waf/enable-disable-proxy-host
en,vi,fpt-cloud-waf/log-in-to-waf-dashboard,/docs/en/fpt-cloud-waf/log-in-to-waf-dashboard,/docs/vi/fpt-cloud-waf/log-in-to-waf-dashboard
en,vi,fpt-cloud-waf/manage-404-host,/docs/en/fpt-cloud-waf/manage-404-host,/docs/vi/fpt-cloud-waf/manage-404-host
en,vi,fpt-cloud-waf/manage-access-list,/docs/en/fpt-cloud-waf/manage-access-list,/docs/vi/fpt-cloud-waf/manage-access-list
en,vi,fpt-cloud-waf/manage-proxy-host,/docs/en/fpt-cloud-waf/manage-proxy-host,/docs/vi/fpt-cloud-waf/manage-proxy-host
en,vi,fpt-cloud-waf/manage-redirection-host,/docs/en/fpt-cloud-waf/manage-redirection-host,/docs/vi/fpt-cloud-waf/manage-redirection-host
en,vi,fpt-cloud-waf/manage-security-rule-set,/docs/en/fpt-cloud-waf/manage-security-rule-set,/docs/vi/fpt-cloud-waf/manage-security-rule-set
en,vi,fpt-cloud-waf/manage-ssl-certificate,/docs/en/fpt-cloud-waf/manage-ssl-certificate,/docs/vi/fpt-cloud-waf/manage-ssl-certificate
en,vi,fpt-cloud-waf/manage-stream-host,/docs/en/fpt-cloud-waf/manage-stream-host,/docs/vi/fpt-cloud-waf/manage-stream-host
en,vi,fpt-cloud-waf/manage-waf-server-with-waf-dashboard,/docs/en/fpt-cloud-waf/manage-waf-server-with-waf-dashboard,/docs/vi/fpt-cloud-waf/manage-waf-server-with-waf-dashboard
en,vi,fpt-cloud-waf/monitor-waf-server-with-dashboard-overview,/docs/en/fpt-cloud-waf/monitor-waf-server-with-dashboard-overview,/docs/vi/fpt-cloud-waf/monitor-waf-server-with-dashboard-overview
en,vi,fpt-cloud-waf/tutorials-create-a-new-waf-server,/docs/en/fpt-cloud-waf/tutorials-create-a-new-waf-server,/docs/vi/fpt-cloud-waf/tutorials-create-a-new-waf-server
en,vi,fpt-cloud-waf/tutorials-log-in-to-waf-dashboard,/docs/en/fpt-cloud-waf/tutorials-log-in-to-waf-dashboard,/docs/vi/fpt-cloud-waf/tutorials-log-in-to-waf-dashboard
en,vi,fpt-cloud-waf/update-information-of-the-WAF-server,/docs/en/fpt-cloud-waf/update-information-of-the-WAF-server,/docs/vi/fpt-cloud-waf/update-information-of-the-WAF-server
en,vi,fpt-cloud-waf/update-proxy-host,/docs/en/fpt-cloud-waf/update-proxy-host,/docs/vi/fpt-cloud-waf/update-proxy-host
en,vi,fpt-cloud-waf/view-proxy-host-detail,/docs/en/fpt-cloud-waf/view-proxy-host-detail,/docs/vi/fpt-cloud-waf/view-proxy-host-detail
en,vi,fpt-container-registry/deleting-an-image-or-artifact-in-a-repository,/docs/en/fpt-container-registry/deleting-an-image-or-artifact-in-a-repository,/docs/vi/fpt-container-registry/deleting-an-image-or-artifact-in-a-repository
en,vi,fpt-container-registry/docker-cli,/docs/en/fpt-container-registry/docker-cli,/docs/vi/fpt-container-registry/docker-cli
en,vi,fpt-container-registry/enabling-fpt-container-registry-service,/docs/en/fpt-container-registry/enabling-fpt-container-registry-service,/docs/vi/fpt-container-registry/enabling-fpt-container-registry-service
en,vi,fpt-container-registry/initial-setup,/docs/en/fpt-container-registry/initial-setup,/docs/vi/fpt-container-registry/initial-setup
en,vi,fpt-container-registry/managing-repositories-on-the-fpt-cloud-portal,/docs/en/fpt-container-registry/managing-repositories-on-the-fpt-cloud-portal,/docs/vi/fpt-container-registry/managing-repositories-on-the-fpt-cloud-portal
en,vi,fpt-container-registry/pulling-docker-image-from-fpt-container-registry-to-local,/docs/en/fpt-container-registry/pulling-docker-image-from-fpt-container-registry-to-local,/docs/vi/fpt-container-registry/pulling-docker-image-from-fpt-container-registry-to-local
en,vi,fpt-container-registry/tagging-and-pushing-images-to-fpt-container-registry,/docs/en/fpt-container-registry/tagging-and-pushing-images-to-fpt-container-registry,/docs/vi/fpt-container-registry/tagging-and-pushing-images-to-fpt-container-registry
en,vi,fpt-container-registry/view-repositories-list,/docs/en/fpt-container-registry/view-repositories-list,/docs/vi/fpt-container-registry/view-repositories-list
en,vi,fpt-key-vault/Auth-Method-Management,/docs/en/fpt-key-vault/Auth-Method-Management,/docs/vi/fpt-key-vault/Auth-Method-Management
en,vi,fpt-key-vault/Create-Auth-Method,/docs/en/fpt-key-vault/Create-Auth-Method,/docs/vi/fpt-key-vault/Create-Auth-Method
en,vi,fpt-key-vault/Create-Policy,/docs/en/fpt-key-vault/Create-Policy,/docs/vi/fpt-key-vault/Create-Policy
en,vi,fpt-key-vault/Create-Role,/docs/en/fpt-key-vault/Create-Role,/docs/vi/fpt-key-vault/Create-Role
en,vi,fpt-key-vault/Create-Secret-Engine,/docs/en/fpt-key-vault/Create-Secret-Engine,/docs/vi/fpt-key-vault/Create-Secret-Engine
en,vi,fpt-key-vault/Create-Secret-in-Secret-Engine,/docs/en/fpt-key-vault/Create-Secret-in-Secret-Engine,/docs/vi/fpt-key-vault/Create-Secret-in-Secret-Engine
en,vi,fpt-key-vault/Create-Vault-Instance,/docs/en/fpt-key-vault/Create-Vault-Instance,/docs/vi/fpt-key-vault/Create-Vault-Instance
en,vi,fpt-key-vault/Delete-Policy,/docs/en/fpt-key-vault/Delete-Policy,/docs/vi/fpt-key-vault/Delete-Policy
en,vi,fpt-key-vault/Delete-Secret,/docs/en/fpt-key-vault/Delete-Secret,/docs/vi/fpt-key-vault/Delete-Secret
en,vi,fpt-key-vault/Delete-Secret-Engine,/docs/en/fpt-key-vault/Delete-Secret-Engine,/docs/vi/fpt-key-vault/Delete-Secret-Engine
en,vi,fpt-key-vault/Initial-Setup,/docs/en/fpt-key-vault/Initial-Setup,/docs/vi/fpt-key-vault/Initial-Setup
en,vi,fpt-key-vault/Policy-management,/docs/en/fpt-key-vault/Policy-management,/docs/vi/fpt-key-vault/Policy-management
en,vi,fpt-key-vault/Secret-Engine-Management,/docs/en/fpt-key-vault/Secret-Engine-Management,/docs/vi/fpt-key-vault/Secret-Engine-Management
en,vi,fpt-key-vault/Secret-management,/docs/en/fpt-key-vault/Secret-management,/docs/vi/fpt-key-vault/Secret-management
en,vi,fpt-key-vault/View-and-Update-Secret-information,/docs/en/fpt-key-vault/View-and-Update-Secret-information,/docs/vi/fpt-key-vault/View-and-Update-Secret-information
en,vi,fpt-message-bus/Create-Subscriptions,/docs/en/fpt-message-bus/Create-Subscriptions,/docs/vi/fpt-message-bus/Create-Subscriptions
en,vi,fpt-message-bus/Create-queues,/docs/en/fpt-message-bus/Create-queues,/docs/vi/fpt-message-bus/Create-queues
en,vi,fpt-message-bus/Create-topics,/docs/en/fpt-message-bus/Create-topics,/docs/vi/fpt-message-bus/Create-topics
en,vi,fpt-message-bus/Delete-queues,/docs/en/fpt-message-bus/Delete-queues,/docs/vi/fpt-message-bus/Delete-queues
en,vi,fpt-message-bus/Delete-topics,/docs/en/fpt-message-bus/Delete-topics,/docs/vi/fpt-message-bus/Delete-topics
en,vi,fpt-message-bus/Edit-topics,/docs/en/fpt-message-bus/Edit-topics,/docs/vi/fpt-message-bus/Edit-topics
en,vi,fpt-message-bus/Manage-Queues,/docs/en/fpt-message-bus/Manage-Queues,/docs/vi/fpt-message-bus/Manage-Queues
en,vi,fpt-message-bus/Manage-topics,/docs/en/fpt-message-bus/Manage-topics,/docs/vi/fpt-message-bus/Manage-topics
en,vi,fpt-message-bus/Quick-Starts,/docs/en/fpt-message-bus/Quick-Starts,/docs/vi/fpt-message-bus/Quick-Starts
en,vi,fpt-message-bus/Send-Receive-messages-in-queues,/docs/en/fpt-message-bus/Send-Receive-messages-in-queues,/docs/vi/fpt-message-bus/Send-Receive-messages-in-queues
en,vi,fpt-message-bus/Send-Receive-messages-in-topics,/docs/en/fpt-message-bus/Send-Receive-messages-in-topics,/docs/vi/fpt-message-bus/Send-Receive-messages-in-topics
en,vi,fpt-message-bus/View-queues,/docs/en/fpt-message-bus/View-queues,/docs/vi/fpt-message-bus/View-queues
